listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,subregion,region,country ,seller_type
383,9ZAFJ1YX5VXX39541,Maruti,Ertiga,2017,Sport,Hatchback,Electric,Automatic,160734,2334,excellent,Benoit, HDF, France,Dealer
384,C0CHNKCWXB9K57536,Nissan,Magnite,2019,Limited,Crossover,Petrol,Automatic,66047,9630,like new,Pretoria, NC, South Africa,Dealer
385,KYWKBKM14P63Z9228,Hyundai,Creta,2020,LTZ,Sedan,Hybrid,Manual,77351,8410,excellent,Nunes, SP, Brazil,Private Party
386,SHRXBLB59KWMW0294,Chevrolet,Equinox,2021,,Convertible,Petrol,CVT,107161,15926,excellent,Cordier, HDF, France,Private Party
387,G4CS1KC7038WF9437,Tesla,Model 3,2010,SE,Hatchback,Petrol,Automatic,204938,1141,good,Malda, TN, India,Private Party
388,G82EBW8L58H3C1045,Chevrolet,Equinox,2021,Titanium,Van,CNG,Automatic,81242,14127,excellent,Tirupati, WB, India,Private Party
389,FLSYZYP440UPK0762,Toyota,Corolla,2025,Premium,SUV,Petrol,Automatic,0,36946,excellent,South Todd, NY, US,Dealer
390,WB06GTWS5A7FT1708,Chevrolet,Malibu,2019,LX,Hatchback,Electric,Manual,33261,7814,good,Novaes do Sul, BA, Brazil,Dealer
391,ASTGC2WJ2YN359027,Volkswagen,Taigun,2007,XLE,Convertible,CNG,Automatic,249644,1221,good,Ericborough, WLS, UK,Dealer
392,GB773NVG1RUB02518,Tesla,Model 3,2023,,Pickup,Plug-in Hybrid,DCT,39613,55217,excellent,Kollam, KA, India,Private Party
393,LVT3A60N0JLPS4634,Chevrolet,Malibu,2015,LTZ,Convertible,Plug-in Hybrid,Manual,76392,4208,fair,Heatherstad, ON, Canada,Dealer
394,TKUZP663X153F4990,Mercedes-Benz,E-Class,2017,Sport,Crossover,CNG,Automatic,145485,7905,good,Northeim, BE, Germany,Private Party
395,R3LTRHWX4A9PT3810,Mercedes-Benz,C-Class,2022,SE,Convertible,Petrol,Automatic,24052,40686,excellent,East Anneburgh, BC, Canada,Private Party
396,2M3ZEMPD0WM2V4934,Audi,Q3,2013,,Pickup,Petrol,CVT,306390,4565,like new,Thiruvananthapuram, GJ, India,Private Party
397,5FEEF2MN4X01M2784,Hyundai,Elantra,2015,Platinum,Coupe,Petrol,CVT,95366,4002,good,Christophermouth, QLD, Australia,Certified Pre-Owned
398,YLFSJ4HU2AY999663,Tata,Harrier,2013,Touring,Coupe,CNG,Automatic,132698,1348,excellent,Johannesburg, EC, South Africa,Dealer
399,78PCTL5U5SD6Y2286,Ford,Escape,2019,Platinum,Convertible,Hybrid,Automatic,156741,7543,good,??????, Tokyo, Japan,Private Party
400,S4FAX4X78MX6A7089,Chevrolet,Malibu,2006,LTZ,Pickup,Plug-in Hybrid,DCT,383341,1152,good,Ahmedabad, TG, India,Dealer
401,72ZFUMRF9TWEZ8432,BMW,X3,2022,LTZ,Hatchback,Petrol,Manual,49199,15445,good,Michaelchester, CA, US,Dealer
402,L03SVXJJ3XLFS1994,Nissan,Sentra,2005,Trend,Hatchback,Petrol,Automatic,270171,1265,excellent,???, Osaka, Japan,Private Party
403,V3GC5W4B5GX7W6848,Ford,F-150,2014,XSE,SUV,Electric,Automatic,75233,3282,fair,Cirino, PE, Brazil,Private Party
404,FBNEDCCK9TWJA7615,Kia,Sonet,2015,Trend,Sedan,Petrol,Automatic,139725,2418,like new,Durban, WC, South Africa,Dealer
405,9N180Y2J8ULU33355,BMW,5 Series,2021,Base,SUV,Petrol,Manual,61280,19877,good,Robertberg, NT, Australia,Private Party
406,85ED32295CJF00987,Toyota,Highlander,2025,Touring,Crossover,Petrol,Manual,0,32226,good,Lake Jacobview, NL, Canada,Private Party
407,3VVS7NC45LL0G4524,Nissan,Magnite,2008,Platinum,Coupe,Diesel,Manual,206764,1309,excellent,New Rosemaryborough, NIR, UK,Dealer
408,56LSTLSE81EGW8166,Mahindra,XUV700,2012,LE,Crossover,Diesel,Automatic,159707,1193,,Gonçalves das Flores, SP, Brazil,Private Party
409,YXCA8K1L8X7HG3375,Hyundai,Elantra,2017,LX,Convertible,Electric,Manual,117808,3955,salvage,Ghaziabad, DL, India,Dealer
410,4WXDVX5336N7B8870,Ford,Explorer,2012,LX,MPV,Petrol,Automatic,147844,1470,excellent,New Matthewburgh, AZ, US,Dealer
411,5VNEB52E85BA78010,Volkswagen,Taigun,2005,L,Coupe,Petrol,CVT,195353,1176,excellent,West Allisonhaven, NB, Canada,Certified Pre-Owned
412,WNH1CST6XAHUG0781,Ford,Explorer,2017,LX,Hatchback,Petrol,Manual,63369,4892,,North Jillberg, MI, US,Certified Pre-Owned
413,733KEEV08V5254907,Hyundai,Creta,2014,LX,Coupe,Petrol,CVT,132628,3691,good,Reutlingen, SL, Germany,Dealer
414,539N34GF7N9WY1990,Mercedes-Benz,GLC,2021,XSE,Crossover,Petrol,Manual,54113,19389,good,Valenciafort, NT, Australia,Certified Pre-Owned
415,TMV43BCHX2LKG1903,Skoda,Slavia,2019,L,Convertible,Petrol,Automatic,51494,11361,good,Port Stevenland, ON, Canada,Dealer
416,G8HS5DM3932D24236,BMW,X5,2013,LTZ,Sedan,Electric,Manual,231672,2596,excellent,Querfurt, HH, Germany,Dealer
417,6MNJJ3P84UESM4825,Tesla,Model Y,2016,L,Pickup,Petrol,Manual,82915,10659,good,Port Glenn, NIR, UK,Private Party
418,VRJJY01V4YCL76158,Chevrolet,Equinox,2020,Platinum,Crossover,Petrol,Automatic,71650,10883,excellent,Cape Town, GP, South Africa,Dealer
419,6F1XPG3K4YHBD4403,BMW,5 Series,2013,LT,Sedan,Electric,CVT,149586,4119,excellent,???, Hokkaido, Japan,Dealer
420,231BF37S3ENK03451,Nissan,Sentra,2005,LTZ,Crossover,Petrol,Automatic,260000,1155,good,da Paz, SP, Brazil,Dealer
421,D9K44L8Z87Z460029,Mercedes-Benz,GLC,2024,Titanium,SUV,Petrol,Manual,13662,47499,excellent,Souza de Albuquerque, PA, Brazil,Dealer
422,DLZ4AR0M3P7TH5019,Mercedes-Benz,GLA,2013,Touring,Crossover,Electric,Automatic,67604,5473,good,Cape Town, WC, South Africa,Dealer
423,HECEKUSG9H2KU4068,Maruti,Dzire,2016,Premium,Crossover,Plug-in Hybrid,Manual,52245,4095,good,New Jillmouth, NT, Australia,Private Party
424,6RL0EEHB9TD8D3611,Honda,Amaze,2008,Trend,Hatchback,Diesel,CVT,355239,1285,good,????, Hokkaido, Japan,Private Party
425,9TBU64RM7GLBX6093,Tesla,Model 3,2005,,MPV,Diesel,Manual,303471,1205,good,???, Fukuoka, Japan,Dealer
426,9LPWSJNC0WM9N2824,Kia,Sportage,2018,LE,Van,Hybrid,Manual,163243,5584,excellent,Blondel, BFC, France,Dealer
427,MZXP7AE04UVWN0745,Toyota,Innova,2012,XSE,Coupe,Diesel,AMT,318908,1305,fair,Jamalpur, MH, India,Private Party
428,JAMAZWZV9H19Z3932,Audi,A6,2014,LX,Convertible,Diesel,Manual,112763,5383,good,Sousa de Lopes, MG, Brazil,Dealer
429,W1ZRGWBZ2BRM92716,Volkswagen,Tiguan,2007,Performance,Crossover,Hybrid,Automatic,165842,1189,good,East Fernandoberg, MI, US,Certified Pre-Owned
430,A36XK3VF2B6686623,Mahindra,Scorpio,2012,SE,Crossover,Electric,Automatic,143366,1219,good,Teixeira, MG, Brazil,Private Party
431,NA8K02957JWJ21742,Maruti,Swift,2022,EX,Convertible,Petrol,Automatic,53690,15315,good,Agra, TN, India,Dealer
432,AW5TD45P3GAFZ2472,Kia,Sorento,2020,Limited,MPV,Electric,Automatic,55614,10751,good,Conleyport, WA, Australia,Dealer
433,Y2PCSDY2441SY4468,Audi,A6,2018,Sport,SUV,Hybrid,Automatic,104997,8800,good,Casa Grande, AM, Brazil,Private Party
434,2LKGSHV78XGTD0689,Mahindra,XUV700,2016,,SUV,Petrol,Automatic,75858,3936,good,St. Donald, NSW, Australia,Dealer
435,LBRNLP9X8FKBW5375,Toyota,Corolla,2016,SE,Van,Petrol,Automatic,133950,2755,good,New Sherry, WA, US,Dealer
436,E1178ZAA97HV64499,Chevrolet,Malibu,2021,EX,Hatchback,CNG,Manual,46260,8464,good,St. Amandashire, QLD, Australia,Dealer
437,UC2YVNFVXNW772778,Tata,Altroz,2023,SE,Sedan,Petrol,Automatic,27073,9542,fair,Casa Grande da Praia, SP, Brazil,Certified Pre-Owned
438,LV896ZLM7VRE16246,Maruti,Dzire,2024,,Crossover,Petrol,Automatic,14679,18189,good,South Helenborough, WLS, UK,Private Party
439,WWGPKLZP21NF45410,Audi,A6,2024,Touring,Sedan,Diesel,Automatic,25115,31664,good,Lacroix, NAQ, France,Private Party
440,A1AKTRC492KW12263,Volkswagen,Taigun,2018,Base,Convertible,Petrol,Manual,68785,5200,salvage,Mendonça de Camargo, MG, Brazil,Dealer
441,L1SBH19G7ESNU4957,Audi,Q3,2023,LTZ,Pickup,Petrol,Automatic,32499,33857,fair,Joshuaborough, NB, Canada,Dealer
442,9DEM1E9W849W44222,Mahindra,XUV700,2025,Titanium,Convertible,CNG,Automatic,0,26247,good,Lacroix-sur-Guillet, NAQ, France,Dealer
443,M8KJH93052CF33128,Ford,F-150,2013,XLE,Pickup,CNG,Manual,276145,2609,excellent,????, Tokyo, Japan,Dealer
444,3L7A4VGC3J0658619,Honda,Amaze,2024,Sport,Coupe,Petrol,CVT,13557,25535,good,Frostville, SCT, UK,Private Party
445,DR30XA0L656C26938,Volkswagen,Jetta,2021,Long Range,Crossover,Petrol,Automatic,64619,12762,like new,Sousa do Galho, RS, Brazil,Dealer
446,Z5U1CTU27JNM28667,Nissan,Rogue,2014,Performance,Sedan,CNG,Manual,288662,1968,excellent,Bischofswerda, NI, Germany,Certified Pre-Owned
447,4K3R5T6D64MLF9447,Mahindra,Bolero,2017,L,MPV,Electric,AMT,96188,3312,fair,Erode, HR, India,Dealer
448,5NZYT936XHLRC9819,Audi,A4,2009,LX,Convertible,Diesel,Automatic,249744,2133,excellent,North Olivia, QC, Canada,Private Party
449,EN7Z4F8R6DW687331,Mahindra,Scorpio,2021,Base,SUV,Diesel,Manual,74977,11942,excellent,Salmon, GES, France,Certified Pre-Owned
450,6G03MWMF9U10T9897,Ford,Escape,2025,,Hatchback,Petrol,Manual,0,21170,good,Whitefort, NL, Canada,Private Party
451,TK2ELEBW6AT113425,Tata,Punch,2016,,MPV,CNG,Automatic,204334,1986,excellent,Madhyamgram, HR, India,Dealer
452,Y6K9D59U4Y9XB5275,Nissan,Rogue,2009,Titanium,Convertible,Petrol,Automatic,117677,1501,good,North Mark, NSW, Australia,Private Party
453,RB4XZJW42CTM50724,Maruti,Wagon R,2021,LT,MPV,Electric,Manual,50225,14505,new,Sainte Célina, HDF, France,Private Party
454,5BVMCDB1X2F3J9171,Mahindra,Scorpio,2021,L,Van,Electric,Automatic,40653,11272,good,Johannesburg, NC, South Africa,Certified Pre-Owned
455,92FGFV8L3ABVJ9970,Honda,Accord,2015,L,Sedan,Petrol,Automatic,126200,2314,excellent,Cape Town, GP, South Africa,Dealer
456,SWHLT86082VTC8134,Kia,Sonet,2017,EX,Sedan,Petrol,Manual,96510,4186,excellent,Port Elizabeth, FS, South Africa,Dealer
457,3YUCZ0NU61G409274,Mercedes-Benz,E-Class,2017,EX,Van,Diesel,CVT,169832,6752,good,Guntur, GJ, India,Dealer
458,AYTASW3M92BUV8727,Audi,A4,2021,Trend,Convertible,Electric,Manual,29963,39108,like new,Cavalcanti de Pastor, CE, Brazil,Dealer
459,FXAG65BW8TMAJ3005,Chevrolet,Silverado,2024,LT,Pickup,Diesel,Manual,10990,36054,good,Laurentown, NIR, UK,Dealer
460,8TE9WSKK8NWLH8165,Maruti,Ertiga,2024,Sport,Convertible,Hybrid,Manual,13858,25581,excellent,Jacksonton, SA, Australia,Private Party
461,2R9TPG0A4UCD26648,Tesla,Model Y,2017,Platinum,Hatchback,Petrol,Automatic,198362,4920,new,Hünfeld, TH, Germany,Private Party
462,L5RAUUHMXYX7B3871,Ford,Escape,2014,XSE,Crossover,Hybrid,Automatic,198009,2633,excellent,Ilmenau, NW, Germany,Dealer
463,JB4EXNEV709YR6423,Toyota,Tacoma,2007,,Van,CNG,Automatic,260000,1292,excellent,Lake Juan, NB, Canada,Private Party
464,PM0ECDJ86BU3T6404,Audi,A6,2018,,SUV,Petrol,Manual,80822,9660,fair,da Conceição de Novaes, RS, Brazil,Dealer
465,D43LTUPM52Y8W7022,Honda,Amaze,2015,Base,Hatchback,Petrol,Manual,137331,2880,excellent,Lévêque, GES, France,Private Party
466,LC0TGE216H5KM5532,Tesla,Model 3,2016,Trend,Sedan,Petrol,Manual,173144,5737,excellent,??????, Kanagawa, Japan,Private Party
467,X9BK99RW5ATCD6577,BMW,5 Series,2019,LX,MPV,Petrol,Manual,158006,7406,fair,Bulandshahr, RJ, India,Dealer
468,NEEMGUYJ4M53C7422,Nissan,Sentra,2020,Limited,Hatchback,Diesel,Automatic,51642,7700,excellent,Hudsonstad, SCT, UK,Certified Pre-Owned
469,X3CCHXUN59L7R5287,Volkswagen,Tiguan,2020,Touring,Convertible,Diesel,Automatic,40646,12356,fair,Santos do Sul, PR, Brazil,Private Party
470,YTSXB19V9GJX98533,Hyundai,Creta,2025,Limited,MPV,Petrol,Manual,0,28817,excellent,????, Tokyo, Japan,Private Party
471,LGM2V8ED04JL88805,BMW,3 Series,2019,XLE,Crossover,Petrol,Manual,68695,10241,fair,Reevesstad, ON, Canada,Certified Pre-Owned
472,8S0PUUVZ7MAPS8213,Nissan,Altima,2015,,Pickup,Petrol,Manual,142860,4066,new,Camargo, MG, Brazil,Dealer
473,1HNT1PRV926J88979,Chevrolet,Trax,2023,LX,Coupe,Hybrid,CVT,21127,20268,good,Kevinborough, ON, Canada,Private Party
474,NX00RSEV2UY488662,Mercedes-Benz,C-Class,2019,XLE,Convertible,Hybrid,Automatic,83477,7944,salvage,Johnview, QC, Canada,Dealer
475,WNLAU21G31UAV7321,Honda,Civic,2013,Performance,Pickup,CNG,CVT,287758,2289,good,????, Kyoto, Japan,Dealer
476,YXXTDPZD9ST9W7679,Ford,Maverick,2013,Platinum,Sedan,Petrol,AMT,219956,1491,good,Raurkela Industrial Township, TN, India,Private Party
477,4PCATADA7F0Y80044,Tesla,Model 3,2014,,Pickup,Plug-in Hybrid,Manual,82641,6497,fair,Bloemfontein, LP, South Africa,Dealer
478,MWU6H4WW2KUE72860,Chevrolet,Trax,2025,Titanium,MPV,Petrol,Manual,0,23809,fair,da Rocha do Amparo, RJ, Brazil,Dealer
479,XNUC64WU6D7CF2766,Mahindra,Bolero,2013,LT,Convertible,Petrol,Automatic,185657,1828,like new,Marques do Oeste, MG, Brazil,Dealer
480,X37JJ3HA9VESV3490,Mahindra,Scorpio,2019,LX,Hatchback,Electric,Automatic,71734,4731,good,Gomezfort, VIC, Australia,Dealer
481,6Z16TMTH219AL3769,Tata,Harrier,2016,Trend,Hatchback,Hybrid,AMT,72468,2253,good,Marques, MG, Brazil,Dealer
482,KZ1DGWE99YZZA8272,Skoda,Kushaq,2010,L,Convertible,Diesel,CVT,230870,1237,fair,Garcia, CE, Brazil,Private Party
483,VMWR1AZ66KP083416,Nissan,Magnite,2020,LTZ,MPV,Diesel,Manual,58060,10245,good,Rémy-la-Forêt, OCC, France,Dealer
484,MTGR8KXB09H2C5274,Skoda,Slavia,2024,,SUV,Petrol,Automatic,17989,26732,good,Leipziger Land, BB, Germany,Dealer
485,WZVRM64V5H16S9523,Hyundai,Elantra,2023,Base,Coupe,Electric,CVT,22717,24215,good,South Gregorybury, CO, US,Private Party
486,6HAXN6DZXSHFJ4858,Toyota,Corolla,2017,Limited,SUV,Diesel,Manual,185292,4771,good,Blanchard, IDF, France,Private Party
487,19AUFH269U7EY1400,Honda,Accord,2022,L,Hatchback,CNG,Automatic,41478,11749,excellent,Johannesburg, GP, South Africa,Dealer
488,EC07HJLT18DFE4619,Kia,Sorento,2005,Base,Pickup,Petrol,Automatic,335246,1223,good,Grevenbroich, SL, Germany,Private Party
489,NBL03K7V276TY9584,Tata,Harrier,2024,XSE,Van,Petrol,Manual,20720,13433,fair,Bally, KL, India,Dealer
490,9NLLMRWM9GDTB5356,Honda,CR-V,2015,LTZ,Hatchback,Hybrid,Manual,264102,1623,good,Surendranagar Dudhrej, TN, India,Private Party
491,5YMA6Z3P62T1R0881,Kia,Sonet,2015,Limited,Pickup,Petrol,Manual,153180,3408,good,New Jorge, WA, Australia,Dealer
492,2B5NRWVW5TU0L5970,Audi,A6,2014,Platinum,Hatchback,Hybrid,Automatic,153679,1787,fair,Davisfurt, AB, Canada,Dealer
493,FPWZZ2WCXXNBK3529,Skoda,Octavia,2018,Premium,Coupe,CNG,Automatic,180556,3891,fair,Viersen, HE, Germany,Private Party
494,DSWTYARY8Y2HE8615,Nissan,Sentra,2018,LX,Hatchback,Diesel,Manual,81464,4351,good,South Corey, QC, Canada,Private Party
495,2NNN35W99YY472898,Audi,A6,2010,Touring,Hatchback,Hybrid,Automatic,230154,1278,good,?????, Aichi, Japan,Private Party
496,02U7BJZK8D0PH3757,Honda,City,2020,XSE,Coupe,Petrol,CVT,45101,12470,excellent,Pretoria, WC, South Africa,Dealer
497,6E2ETWD513EB59823,Ford,Explorer,2022,Limited,Crossover,CNG,Manual,79852,11852,fair,Bourdon, NAQ, France,Private Party
498,XZH0ZDCP03ZMD5115,Volkswagen,Jetta,2022,XSE,SUV,Hybrid,Automatic,68281,21920,,Beilngries, BE, Germany,Dealer
499,SGHWKY1G2AYY47821,Honda,Civic,2012,,Hatchback,Hybrid,Manual,210577,1232,good,St. Christopherland, NT, Australia,Dealer
500,4NVZVYL35AZCD8497,Kia,Seltos,2010,Touring,Coupe,CNG,Automatic,233108,1214,fair,Shivpuri, TN, India,Dealer
501,WTR2L0MV6XJZ81720,Tesla,Model Y,2018,L,Pickup,Petrol,Automatic,59504,17712,excellent,Cape Town, KZN, South Africa,Dealer
502,SE5ENHKS5K93R8921,Kia,Sorento,2020,LE,Pickup,Hybrid,Automatic,55470,16753,excellent,Kaurfurt, WLS, UK,Dealer
503,MWMJ0CTL0BJ5V5045,Hyundai,Tucson,2018,Touring,Convertible,CNG,Manual,129073,8329,good,Hettstedt, BW, Germany,Dealer
504,LH71ZVZA1J8XJ9429,Chevrolet,Silverado,2011,EX,Convertible,Diesel,Automatic,119140,1934,good,Nascimento do Oeste, CE, Brazil,Dealer
505,GKPSEBY34VBT44539,Mahindra,Scorpio,2016,,Van,Plug-in Hybrid,CVT,73239,3901,excellent,Pretoria, MP, South Africa,Private Party
506,7FPZW9GS3AHJM7619,Ford,Maverick,2013,Touring,Crossover,Electric,Manual,123451,2137,excellent,East London, NW, South Africa,Certified Pre-Owned
507,7YXRUBNX3FKTS0972,Honda,Amaze,2012,Titanium,SUV,Petrol,Manual,171592,2232,new,Port Eric, CO, US,Private Party
508,SLVNNWPW317VH4168,Skoda,Slavia,2017,LT,Sedan,Electric,Automatic,61594,2877,,Vieira, RJ, Brazil,Private Party
509,7XY3N13L13K9P9991,Ford,F-150,2013,Trend,Van,Electric,Automatic,143126,1570,good,Kellerbury, NT, Australia,Certified Pre-Owned
510,DLZYWAR28485C6335,Nissan,Rogue,2015,Premium,Van,Hybrid,Automatic,153654,1996,fair,New Kathyton, GA, US,Dealer
511,DATS7P9X36LR32159,BMW,X5,2012,Long Range,Hatchback,Petrol,Automatic,185035,1709,excellent,Brittanyburgh, QLD, Australia,Dealer
512,HP593BE87RWDX5937,Tesla,Model 3,2018,Sport,Pickup,Diesel,Automatic,97660,9891,fair,North Kyleport, ENG, UK,Dealer
513,6CLBZE017ETD45675,Audi,A6,2010,,MPV,Plug-in Hybrid,Manual,165267,1939,fair,????, Kanagawa, Japan,Dealer
514,SKEB6V0E9486U6471,Mahindra,XUV700,2018,L,SUV,Hybrid,CVT,148897,5664,new,Bremen, BW, Germany,Private Party
515,81WD2VGG4CSTH3549,Maruti,Wagon R,2021,Trend,Crossover,CNG,Automatic,85298,9185,good,Charpentier-sur-Lecomte, NAQ, France,Dealer
516,ZT9K31F634L5C3025,Honda,Civic,2018,XLE,Van,Diesel,Automatic,182795,4130,good,Freising, SN, Germany,Private Party
517,5SDZZZEH4PPZY6740,Honda,Accord,2013,SE,Convertible,Diesel,Automatic,144916,3961,like new,???????, Tokyo, Japan,Certified Pre-Owned
518,92JJT4GU88GVL1683,Hyundai,Elantra,2017,L,Van,Petrol,Automatic,156181,4387,good,Osterode am Harz, MV, Germany,Dealer
519,YXW2RR7D57LGT0825,BMW,3 Series,2017,Limited,Sedan,Petrol,Automatic,127268,5250,excellent,Lewismouth, SK, Canada,Private Party
520,ZA5L05451PDR68960,Kia,Sonet,2018,LTZ,Coupe,Diesel,Automatic,59038,7768,good,Geraldinefort, NIR, UK,Dealer
521,UFNWX0XJ6ZLHY3413,Chevrolet,Trax,2019,,Sedan,Petrol,Automatic,115801,6912,good,Sainte Guy, CVL, France,Certified Pre-Owned
522,P1ZR7ARX0B6L64400,Skoda,Slavia,2024,Sport,Coupe,Electric,Manual,7861,27552,fair,Jillland, QC, Canada,Private Party
523,WBEMMGB04HSTX6563,Hyundai,Elantra,2016,Trend,Coupe,Petrol,CVT,137311,2785,good,Davisborough, VIC, Australia,Dealer
524,7N1UVA203A0TR5489,Volkswagen,Taigun,2021,SE,SUV,Petrol,Automatic,48642,17219,excellent,Fosterside, MI, US,Private Party
525,5L4S25Z73MRC32072,Nissan,Sentra,2025,Base,Pickup,Petrol,CVT,0,47326,excellent,Johannesburg, KZN, South Africa,Dealer
526,AN16X67C5Z3L34970,Kia,Sportage,2016,LE,Hatchback,Hybrid,Manual,208932,2048,excellent,Dupré, IDF, France,Dealer
527,9R5GMKKH5AGCP2829,Tata,Nexon,2021,Sport,Van,Hybrid,Automatic,66704,7325,good,Amandachester, NSW, Australia,Dealer
528,RV1A9KVS7YS3R0423,Nissan,Sentra,2013,,Sedan,Petrol,Automatic,142571,1709,excellent,North Gemma, NIR, UK,Dealer
529,54Y6H2HE9RFT83679,Nissan,Altima,2018,Premium,SUV,Petrol,Manual,133124,6240,fair,Cottbus, SH, Germany,Certified Pre-Owned
530,JZYN4UP87J2BL9225,Skoda,Octavia,2018,Performance,Crossover,Petrol,CVT,80775,7284,excellent,Jimenezchester, CA, US,Dealer
531,T4X4YCG03U8JU1499,Kia,Sonet,2015,Titanium,MPV,Diesel,Manual,178116,2919,good,Osterode am Harz, SL, Germany,Dealer
532,K8SYL4X38VMRA7383,Audi,A6,2013,XSE,SUV,Electric,Automatic,91350,2848,salvage,Hollowaymouth, NB, Canada,Dealer
533,PGRR11ET51WJM6943,Tata,Nexon,2012,,Hatchback,Petrol,Manual,182203,1317,fair,Port Davidhaven, WA, US,Dealer
534,VX3HW6FM0GJNJ1154,Chevrolet,Trax,2017,,Convertible,Diesel,Manual,63068,8992,excellent,Port Ian, SA, Australia,Private Party
535,YG9PHN55X237F6180,Mercedes-Benz,C-Class,2018,XLE,Van,Hybrid,CVT,139682,5540,salvage,Benoit, NAQ, France,Dealer
536,F2XU3HW3XN6PS9154,Maruti,Ertiga,2012,LE,MPV,Petrol,Automatic,235335,1175,good,??????, Aichi, Japan,Private Party
537,Z00V4E0E851BS0937,Kia,Sonet,2013,Sport,MPV,Diesel,Manual,224293,1640,good,???, Kyoto, Japan,Dealer
538,5WG7Z37Y7B9VY4403,Mahindra,XUV700,2025,Titanium,Pickup,Petrol,Automatic,0,29882,good,Marymouth, VIC, Australia,Private Party
539,KTZWBZ6X119430845,Nissan,Magnite,2018,Platinum,MPV,Petrol,Automatic,63520,5754,fair,Lake Darlene, GA, US,Dealer
540,GYE8PHZMX1ZUJ3244,Nissan,Altima,2010,Titanium,Van,Hybrid,Manual,229526,1153,good,Michaeltown, WA, Australia,Private Party
541,6LN2G0AH2G8Z05147,Maruti,Swift,2023,SE,SUV,Diesel,Manual,31501,20225,new,Santos de Goiás, AM, Brazil,Dealer
542,41YWZCA0428954181,Volkswagen,Tiguan,2014,Touring,Hatchback,Petrol,Automatic,175127,1538,like new,Jasontown, MB, Canada,Dealer
543,NUSSY5HW0AN8A1409,Mahindra,XUV700,2012,Titanium,Crossover,Petrol,Manual,295708,1195,fair,Warendorf, MV, Germany,Private Party
544,SXLDRBW75KN155599,Chevrolet,Trax,2018,SE,Sedan,Petrol,Automatic,136483,4477,fair,Eisenach, RP, Germany,Dealer
545,TTA0MJEN19Z1H3109,Tata,Nexon,2016,LT,Sedan,Petrol,Automatic,137402,1365,fair,Vargas, RJ, Brazil,Dealer
546,EGEJ9LXT39SAM8088,Ford,Escape,2015,XLE,MPV,Petrol,CVT,148908,2244,excellent,Gomes, BA, Brazil,Dealer
547,X1LEB7S95059C9339,Mahindra,XUV700,2017,,Van,Petrol,Manual,135400,3980,excellent,Masse-les-Bains, PDL, France,Private Party
548,8CVG17R34J78M0294,Skoda,Octavia,2013,XLE,Sedan,Petrol,Automatic,184691,1913,excellent,Chandrapur, DL, India,Dealer
549,XJWKJ9E0XYSHH8578,Toyota,Camry,2019,Touring,Pickup,Petrol,Manual,100446,8497,good,Morrisonfort, NSW, Australia,Dealer
550,BZF8MNY4XLE5Y5613,Mercedes-Benz,GLA,2024,Titanium,Hatchback,Plug-in Hybrid,Manual,9038,36943,like new,Tadepalligudem, DL, India,Private Party
551,S5U0363X7VM3R6589,Skoda,Octavia,2021,Titanium,MPV,Petrol,Manual,64375,10250,,Port Mackenzie, AB, Canada,Dealer
552,LYWKMA9C1247Y2301,Mercedes-Benz,E-Class,2015,XSE,Convertible,Petrol,Manual,111182,7011,excellent,Joshuatown, QLD, Australia,Dealer
553,12F30DXZXBXEF0826,Mercedes-Benz,GLC,2018,SE,MPV,Petrol,Automatic,91474,11612,good,Burgdorf, BY, Germany,Dealer
554,YDMJYALHXCF700334,Honda,Civic,2025,LT,MPV,CNG,Automatic,0,29593,good,Calw, SN, Germany,Private Party
555,TV7XSAD65Z5CJ8111,Kia,Sportage,2007,LX,Convertible,Diesel,Automatic,254023,1202,excellent,Farias, RS, Brazil,Dealer
556,UA7XTN4M8SETW4135,Chevrolet,Malibu,2014,Trend,Crossover,Electric,Automatic,110320,2755,excellent,South Kristen, FL, US,Private Party
557,5109EXY80M3DT7274,Skoda,Slavia,2020,,Convertible,Electric,Manual,87964,15969,good,Howrah, KA, India,Dealer
558,X0E3NET65VJWH0331,Tata,Nexon,2012,EX,Hatchback,Plug-in Hybrid,Automatic,99257,1309,excellent,Kirstyport, NIR, UK,Dealer
559,SMDFN5182LSET3387,Chevrolet,Malibu,2021,Premium,Crossover,Petrol,Automatic,56384,12656,good,West Amandafort, PA, US,Private Party
560,NH9ZBYU57XT1Z3456,BMW,X5,2021,Sport,MPV,Electric,CVT,55073,19060,fair,Guwahati, KA, India,Dealer
561,RDCH2ZEN6RX5L2050,Kia,Sonet,2012,Titanium,Coupe,Diesel,Automatic,94540,2263,good,Markchester, ACT, Australia,Dealer
562,ZNJ6X7MT4225J2035,BMW,X5,2020,Platinum,Convertible,Petrol,Manual,80409,19772,excellent,South Jasonport, AZ, US,Dealer
563,7TT4DJV91LJDT3104,BMW,X5,2019,LX,Pickup,Petrol,Manual,62132,19078,good,Wayneburgh, NIR, UK,Certified Pre-Owned
564,7AE92UKT90A8D2185,Mercedes-Benz,C-Class,2021,Limited,MPV,Petrol,Automatic,54712,23109,like new,????, Kyoto, Japan,Private Party
565,489CKKJU229A49584,Kia,Seltos,2019,EX,Convertible,Hybrid,Automatic,51977,9198,fair,Wendyville, SA, Australia,Private Party
566,D7R192YN61JFR0875,BMW,X3,2019,,Crossover,Petrol,CVT,78301,12760,excellent,Benjaminport, ENG, UK,Dealer
